,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
10,103.0,201.96296151141556,1.5,0.9446707772388074,100.8639668134608,1.0,0.3585608139602543,220.25971509624299,10,0.1854286944391343,31.32991891653702,1.5,0.7534098304223714,130.02753313994822,10,0.6751473783724963,4.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,Base Case,dikesnet
11,15.0,318.3850643497694,10,0.43163152398501015,246.77905658271612,1.0,0.19780418782196138,321.31216314399137,10,0.809799981347515,152.56234086184946,1.0,0.5700185603782102,265.9868004455946,1.0,0.5462338676716314,4.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,Base Case,dikesnet
12,85.0,80.48804945640849,1.5,0.5698878945108162,232.19322297799184,10,0.33288200143930724,170.37615666717426,10,0.06351625191747053,110.48924274992277,1.5,0.6273712601712331,227.21600201095487,10,0.3986047458410966,3.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,Base Case,dikesnet
13,122.0,83.70676502200465,10,0.517695663994448,44.46157502183891,1.5,0.6602918211235808,225.12858345478787,1.5,0.8496144377970585,274.0552556014777,10,0.10779318086000417,195.2751319706075,10,0.8042451561915703,2.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,Base Case,dikesnet
14,34.0,46.582485439155406,1.0,0.8927904755884079,186.74129818472218,1.0,0.19246730414181143,99.58150019547568,1.0,0.15088833790300163,344.9947508483877,1.5,0.9592571122849847,152.42346565553643,1.0,0.9014049380470737,2.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,Base Case,dikesnet
15,50.0,301.8701173065835,10,0.017805745466727325,98.76945225720897,1.5,0.4136808758859349,311.3442085980483,10,0.5458759678624535,200.90881223372946,1.5,0.9290609481701356,192.60924275285336,10,0.6417218411463458,1.5,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,Base Case,dikesnet
16,77.0,340.38923433041015,1.0,0.26439935156886174,164.17478741344704,1.0,0.149022868617248,210.8245971375294,1.5,0.23678755616360053,150.16393670115968,10,0.5438769612138817,228.17657918281208,10,0.014217794878896352,2.5,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,Base Case,dikesnet
17,35.0,46.81628304383132,1.0,0.9664134946317868,203.48660000788186,1.5,0.8010681038121208,204.37022671533202,1.5,0.10084784026238566,77.936555103866,1.0,0.17586727383888254,98.79238133367413,1.0,0.7499962512118525,1.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,Base Case,dikesnet
18,30.0,112.9540572388448,1.0,0.2866164041958242,152.7881789525753,1.0,0.47772714298306534,38.90157668114785,1.5,0.07984699113633974,254.3399299596191,1.0,0.2952844540466516,181.10398839522827,10,0.18271871105147444,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,Base Case,dikesnet
19,43.0,335.9963594452045,10,0.3894680812956903,248.64413792602195,10,0.9849148207685681,249.94270385476582,10,0.6583317207472744,281.0103660282522,1.5,0.5005982051306823,69.6501459754527,1.5,0.5633040150699626,1.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,Base Case,dikesnet
20,66.0,313.6611877889563,1.0,0.4548302640302425,280.04880221922144,1.5,0.7637030072893163,246.09401659598933,10,0.7584644589462339,47.116468151336946,10,0.3978044469418768,107.06401724528786,1.5,0.9148695687563679,2.5,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Base Case,dikesnet
21,3.0,133.1779776677231,1.5,0.071891123563029,35.32598179363782,1.5,0.7092380974585303,288.0621665860451,10,0.5860743269032332,336.6119453775152,1.0,0.8459876936130768,255.26889392796784,1.0,0.06027017589340139,4.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Base Case,dikesnet
22,7.0,264.130901615585,1.5,0.8763349972087373,202.64529769067977,10,0.839104078350425,145.15644621418576,1.5,0.37570187045546066,278.5153479561527,10,0.18867521474173476,246.8893130363403,1.5,0.3935913128687123,1.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,Base Case,dikesnet
23,69.0,208.07683686667457,1.0,0.2511082748607127,99.16299470135479,1.0,0.11477119199549199,280.1161024077415,1.5,0.40436839406083097,77.64748881084878,1.5,0.9430611391080702,117.93871465469871,1.5,0.016553601353208,1.5,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,Base Case,dikesnet
24,103.0,41.570252551911445,10,0.4223587940514989,76.51196696444387,10,0.4564351528302707,112.47649190875339,1.5,0.4662716465728136,313.88270448537173,1.5,0.13274948530464983,109.44202111863517,1.5,0.10576077363466718,3.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,Base Case,dikesnet
25,102.0,113.03647422344201,10,0.9932433192919926,192.62664786233216,1.0,0.530396878717892,86.83551623698406,1.0,0.8875042604262197,284.6445830289873,10,0.6161003454596766,97.47863559403427,1.5,0.7473648135321841,1.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,Base Case,dikesnet
26,37.0,99.91870911652622,10,0.9473849689624424,97.11295491943389,10,0.5670356154453474,41.54451344134113,1.5,0.3519108336507595,261.9721412992678,1.0,0.5516246708980237,156.84172325333833,10,0.7234614377131591,1.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,Base Case,dikesnet
27,117.0,234.3008449618404,1.0,0.12938366398925977,246.35304450869546,10,0.4388544052659468,248.4384392815019,10,0.4457873660036054,206.6560988679871,10,0.9117119133278645,141.0079210318213,10,0.6709030629224149,2.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Base Case,dikesnet
28,71.0,38.73166038969314,1.5,0.11724452666430568,207.25285981745967,1.5,0.2647270735304922,297.60779075548464,1.5,0.7121317925268097,253.64041447761474,10,0.4584837103038707,57.95529294345332,1.0,0.30898567848191866,2.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Base Case,dikesnet
29,65.0,136.83177777338565,1.5,0.2543370567908044,345.2420524932983,1.5,0.31595256119160947,134.0557898394586,1.5,0.8887920913746776,79.36034004201979,1.5,0.3030354012812738,67.90907777812888,10,0.22517609235843114,4.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,Base Case,dikesnet
30,129.0,187.231266516964,1.5,0.11542801746887171,45.58219081418874,1.5,0.23138797166752434,337.8539549490579,1.0,0.7684008822880115,116.30399994990145,10,0.4363685120066749,248.95753717726683,10,0.8225696684525522,2.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Base Case,dikesnet
31,5.0,319.4723053460129,1.5,0.2842351204338765,51.87842854911747,1.0,0.620665901679615,66.6333657287679,1.5,0.9835250275630304,37.01547479718708,10,0.19801803080864674,159.75071411588368,10,0.3148004832455955,1.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Base Case,dikesnet
32,77.0,99.71688504334408,10,0.8615231455909803,168.39591445277594,1.5,0.11456118966683411,112.3201816093389,1.0,0.28840475187160836,214.83206107109783,1.5,0.9313379631041026,261.7414446308992,1.0,0.12902802102635624,1.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Base Case,dikesnet
33,30.0,261.5907476660871,1.5,0.5018188215451341,348.77624273554613,10,0.5146392216615581,289.0321331884291,10,0.42947328373019683,164.85879455378318,10,0.9637617157590324,317.3216392975529,10,0.05935024386597514,2.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Base Case,dikesnet
34,85.0,218.55167716291177,1.5,0.5299173881040337,115.56018630176217,1.0,0.4769911942343004,116.20566014268077,10,0.18506236191291353,347.5544376067028,1.0,0.3008931839076698,151.53468682521174,1.0,0.3255313351625671,2.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,Base Case,dikesnet
35,57.0,291.8791274734026,1.0,0.4848871641808259,56.725954789522255,1.5,0.6926534727282952,237.17483866424374,1.0,0.9486973812402032,116.50971793286196,1.0,0.7395894635762162,128.66774666463522,1.5,0.8616932992802736,2.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Base Case,dikesnet
36,8.0,321.3023282237722,10,0.8845812672971062,296.5213131795373,10,0.18310685082712225,329.3017966292654,1.0,0.5593188213121655,288.47157253190426,1.5,0.6875954009237553,241.2233287219384,10,0.5017375538295195,2.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,Base Case,dikesnet
37,109.0,278.26250965646636,10,0.22685531475825188,238.65861908636492,1.5,0.964267881544411,278.3390013997564,1.5,0.2753672573089553,230.0224209307314,10,0.3597463417561984,230.06321234739605,1.0,0.9707203655416426,1.5,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Base Case,dikesnet
38,67.0,48.913177954390605,1.0,0.33513543621683956,264.42746311604935,1.5,0.1724697358251332,131.63891829862416,1.5,0.2530807726869362,312.15946654714736,10,0.4790134653904161,32.691039147862995,1.5,0.23489981578968136,1.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,Base Case,dikesnet
39,6.0,84.99525890767498,10,0.40610886658575196,53.613109386735424,10,0.9047925203325194,198.25510059185154,1.5,0.2493153065747121,58.4245066469273,1.5,0.09406298520354378,82.09710675431734,10,0.8433374026904741,2.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,Base Case,dikesnet
40,12.0,109.28713617407179,1.5,0.6023941662136967,306.86097281885316,1.0,0.10547124267800624,74.82567978987402,1.0,0.9512365283760986,56.10022892562196,1.5,0.43292589777631996,176.3583298727949,10,0.6089118494654305,3.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,Base Case,dikesnet
41,107.0,312.51369764480546,10,0.5581884119841618,111.19285984239285,1.5,0.3023029204591576,307.2677761704272,1.5,0.6267327606434779,163.39185918526817,10,0.9395207826942815,318.1957528570162,1.5,0.2729728905582439,4.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Base Case,dikesnet
42,94.0,262.50531781926435,1.0,0.11655188253709726,159.38979389509004,1.0,0.7747369907467607,96.8169100475608,1.0,0.043882173251314174,264.53168521199007,1.0,0.9980991481186396,192.76042459325726,1.0,0.2765219706231668,1.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,Base Case,dikesnet
43,56.0,170.82846978360004,10,0.4512275574674476,276.70175128273786,1.0,0.4077663311695983,209.03835321058995,1.0,0.4357443585179542,300.53313100200876,10,0.3359611406732839,35.686510484800564,1.5,0.6013965609172124,1.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,Base Case,dikesnet
44,130.0,320.93243572568844,1.0,0.9996770869374652,326.19253376954845,1.5,0.11192451216633999,56.02826465593111,1.0,0.10450604978638259,84.52414708522029,1.5,0.850650866019405,320.21621785385713,1.5,0.1261385888058033,2.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,Base Case,dikesnet
45,94.0,225.75930741616318,1.5,0.4337135716792697,318.40162981455654,10,0.1619003384254495,217.9963489936426,10,0.22787493479629276,246.42296651529975,1.5,0.7242054852630823,346.9061263963662,1.5,0.26579464139269543,4.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,Base Case,dikesnet
46,58.0,319.6242732593086,10,0.4729728053554788,263.22455708611204,1.5,0.9541555441165769,241.09701461511517,1.5,0.35350203434539085,43.68772499740605,1.0,0.29395416974819005,79.92113025914348,10,0.8482872743408506,2.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,Base Case,dikesnet
47,94.0,238.4359253516,1.5,0.02041684080750686,183.87419441097992,1.0,0.3079813327630152,111.10480246943119,10,0.05202273596242326,276.9808629060602,10,0.16006522509788126,91.8930961262734,10,0.19015118939646714,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,Base Case,dikesnet
48,3.0,144.93352621198127,1.5,0.3471284737673721,244.3012786723312,1.0,0.8679585245468993,218.08928476322592,10,0.22673670533373455,187.30798480004663,1.5,0.7482238907045278,242.90608084124156,1.0,0.7909489767347804,4.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,Base Case,dikesnet
49,129.0,274.07764652080624,1.0,0.1736986211929224,267.73230896799754,1.0,0.1641658163873625,42.924150933392454,1.0,0.2283991211846062,321.7590871857002,1.0,0.762683116721322,184.85614506301357,1.5,0.9426227377132351,2.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,Base Case,dikesnet
