,A.1_Expected Annual Damage 0,A.1_Dike Investment Costs 0,A.1_Expected Number of Deaths 0,A.2_Expected Annual Damage 0,A.2_Dike Investment Costs 0,A.2_Expected Number of Deaths 0,A.3_Expected Annual Damage 0,A.3_Dike Investment Costs 0,A.3_Expected Number of Deaths 0,A.4_Expected Annual Damage 0,A.4_Dike Investment Costs 0,A.4_Expected Number of Deaths 0,A.5_Expected Annual Damage 0,A.5_Dike Investment Costs 0,A.5_Expected Number of Deaths 0,RfR Total Costs 0,Expected Evacuation Costs 0,A.1_Expected Annual Damage 1,A.1_Dike Investment Costs 1,A.1_Expected Number of Deaths 1,A.2_Expected Annual Damage 1,A.2_Dike Investment Costs 1,A.2_Expected Number of Deaths 1,A.3_Expected Annual Damage 1,A.3_Dike Investment Costs 1,A.3_Expected Number of Deaths 1,A.4_Expected Annual Damage 1,A.4_Dike Investment Costs 1,A.4_Expected Number of Deaths 1,A.5_Expected Annual Damage 1,A.5_Dike Investment Costs 1,A.5_Expected Number of Deaths 1,RfR Total Costs 1,Expected Evacuation Costs 1,A.1_Expected Annual Damage 2,A.1_Dike Investment Costs 2,A.1_Expected Number of Deaths 2,A.2_Expected Annual Damage 2,A.2_Dike Investment Costs 2,A.2_Expected Number of Deaths 2,A.3_Expected Annual Damage 2,A.3_Dike Investment Costs 2,A.3_Expected Number of Deaths 2,A.4_Expected Annual Damage 2,A.4_Dike Investment Costs 2,A.4_Expected Number of Deaths 2,A.5_Expected Annual Damage 2,A.5_Dike Investment Costs 2,A.5_Expected Number of Deaths 2,RfR Total Costs 2,Expected Evacuation Costs 2
24,1302639862.6975558,0,0.6368391105402448,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,800129360.7338678,0,0.6368391105402448,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1302639862.6975558,0,0.6368391105402448,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
25,815323955.1170206,0,0.6521156633748912,1515271.936217932,0,0.001726497364274295,0.0,0,0.0,0.0,0,0.0,9690356.773746543,0,0.010703218538493181,0.0,0.0,815323955.1170206,0,0.6521156633748912,1515271.936217932,0,0.001726497364274295,0.0,0,0.0,0.0,0,0.0,9690356.773746543,0,0.010703218538493181,0.0,0.0,815323955.1170206,0,0.6521156633748912,1515271.936217932,0,0.001726497364274295,0.0,0,0.0,0.0,0,0.0,9690356.773746543,0,0.010703218538493181,0.0,0.0
26,664914613.1975397,0,0.6477765076567052,32500606.774972916,0,0.04392015401478966,0.0,0,0.0,1775455.9440712866,0,0.0012091088182646743,0.0,0,0.0,0.0,0.0,1320353966.5997882,0,0.6477765076567052,64538068.829428196,0,0.04392015401478966,0.0,0,0.0,3525611.0359861306,0,0.0012091088182646743,0.0,0,0.0,0.0,0.0,1320353966.5997882,0,0.6477765076567052,64538068.829428196,0,0.04392015401478966,0.0,0,0.0,3525611.0359861306,0,0.0012091088182646743,0.0,0,0.0,0.0,0.0
27,1303192322.5053804,0,0.6371951713351807,27092870.579126466,0,0.01806098419155789,0.0,0,0.0,0.0,0,0.0,157259323.61923924,0,0.09742484396967122,0.0,0.0,656272212.5735215,0,0.6371951713351807,13643648.610320892,0,0.01806098419155789,0.0,0,0.0,0.0,0,0.0,79193932.0675268,0,0.09742484396967122,0.0,0.0,1303192322.5053804,0,0.6371951713351807,27092870.579126466,0,0.01806098419155789,0.0,0,0.0,0.0,0,0.0,157259323.61923924,0,0.09742484396967122,0.0,0.0
28,663000961.8589017,0,0.6454324717967139,0.0,0,0.0,63250009.356628634,0,0.15259902487577748,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1015079821.6965653,0,0.6454324717967139,0.0,0,0.0,96838182.61744298,0,0.15259902487577748,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1015079821.6965653,0,0.6454324717967139,0.0,0,0.0,96838182.61744298,0,0.15259902487577748,0.0,0,0.0,0.0,0,0.0,0.0,0.0
29,1310173296.0653894,0,0.6414972102962271,0.0,0,0.0,901556818.740089,0,1.1018114648753803,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1010160268.6445274,0,0.6414972102962271,0.0,0,0.0,695111769.5283426,0,1.1018114648753803,0.0,0,0.0,0.0,0,0.0,0.0,0.0,804756672.8539298,0,0.6414972102962271,0.0,0,0.0,553769389.1463934,0,1.1018114648753803,0.0,0,0.0,0.0,0,0.0,0.0,0.0
30,249928495.734589,0,0.16577876898295868,1010027.0320946929,0,0.0009093009457327537,0.0,0,0.0,3038785.79111313,0,0.001344970491601693,12983762.037471578,0,0.01111750711881307,0.0,0.0,163241185.10309035,0,0.16577876898295868,659700.7244839602,0,0.0009093009457327537,0.0,0,0.0,1984787.658396999,0,0.001344970491601693,8480364.337262914,0,0.01111750711881307,0.0,0.0,249928495.734589,0,0.16577876898295868,1010027.0320946929,0,0.0009093009457327537,0.0,0,0.0,3038785.79111313,0,0.001344970491601693,12983762.037471578,0,0.01111750711881307,0.0,0.0
31,1297961209.8314447,0,0.6339550063029996,0.0,0,0.0,44522866.71976951,0,0.055580605310932174,0.0,0,0.0,0.0,0,0.0,0.0,0.0,797255559.8975381,0,0.6339550063029996,0.0,0,0.0,27347583.86155691,0,0.055580605310932174,0.0,0,0.0,0.0,0,0.0,0.0,0.0,797255559.8975381,0,0.6339550063029996,0.0,0,0.0,27347583.86155691,0,0.055580605310932174,0.0,0,0.0,0.0,0,0.0,0.0,0.0
32,1005768506.756855,0,0.637986803086908,0.0,0,0.0,452304063.63514066,0,0.7196697260320053,0.0,0,0.0,0.0,0,0.0,0.0,0.0,801257921.4236912,0,0.637986803086908,0.0,0,0.0,360333626.9181822,0,0.7196697260320053,0.0,0,0.0,0.0,0,0.0,0.0,0.0,801257921.4236912,0,0.637986803086908,0.0,0,0.0,360333626.9181822,0,0.7196697260320053,0.0,0,0.0,0.0,0,0.0,0.0,0.0
33,384167085.55699486,0,0.3819122372897211,0.0,0,0.0,468044997.42545545,0,1.1548609250277,0.0,0,0.0,0.0,0,0.0,0.0,0.0,384167085.55699486,0,0.3819122372897211,0.0,0,0.0,468044997.42545545,0,1.1548609250277,0.0,0,0.0,0.0,0,0.0,0.0,0.0,384167085.55699486,0,0.3819122372897211,0.0,0,0.0,468044997.42545545,0,1.1548609250277,0.0,0,0.0,0.0,0,0.0,0.0,0.0
34,41604046.66928084,0,0.04354700574631727,40434732.195946634,0,0.05495561002407496,0.0,0,0.0,20858147.28539676,0,0.013757445667497788,0.0,0,0.0,0.0,0.0,82615221.49772316,0,0.04354700574631727,80293255.68072183,0,0.05495561002407496,0.0,0,0.0,41419058.8649528,0,0.013757445667497788,0.0,0,0.0,0.0,0.0,41604046.66928084,0,0.04354700574631727,40434732.195946634,0,0.05495561002407496,0.0,0,0.0,20858147.28539676,0,0.013757445667497788,0.0,0,0.0,0.0,0.0
35,1322249383.062287,0,0.6489532605605293,12488603.70093426,0,0.008656236598613079,124177632.5419027,0,0.161369934088254,4061135.9435735587,0,0.001335754423946688,9961786.197845945,0,0.006465358475054519,0.0,0.0,665869122.4699708,0,0.6489532605605293,6289112.850979182,0,0.008656236598613079,62534384.41360964,0,0.161369934088254,2045139.9422972517,0,0.001335754423946688,5016637.495742869,0,0.006465358475054519,0.0,0.0,812174250.0720757,0,0.6489532605605293,7670960.164687654,0,0.008656236598613079,76274473.54285868,0,0.161369934088254,2494499.208442611,0,0.001335754423946688,6118895.828770264,0,0.006465358475054519,0.0,0.0
36,40662395.47477541,0,0.03514815909175003,159714436.51866722,0,0.17105321150917527,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,66199866.993548624,0,0.03514815909175003,260020943.94670516,0,0.17105321150917527,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,51040939.108789116,0,0.03514815909175003,200479453.6564101,0,0.17105321150917527,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
37,547242259.4462117,0,0.4418010128982657,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,448661999.618426,0,0.4418010128982657,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,448661999.618426,0,0.4418010128982657,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
38,0.0,0,0.0,48281115.6412784,0,0.03400231498437473,128415396.57343969,0,0.1694719659698062,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,37225353.9994431,0,0.03400231498437473,99009903.41528468,0,0.1694719659698062,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,37225353.9994431,0,0.03400231498437473,99009903.41528468,0,0.1694719659698062,0.0,0,0.0,0.0,0,0.0,0.0,0.0
39,0.0,0,0.0,18343475.238127023,0,0.021192643151686938,78824495.31633013,0,0.1695886164793382,19282155.222938534,0,0.010590266549671042,0.0,0,0.0,0.0,0.0,0.0,0,0.0,15039080.294379352,0,0.021192643151686938,64625045.08209313,0,0.1695886164793382,15808666.39946837,0,0.010590266549671042,0.0,0,0.0,0.0,0.0,0.0,0,0.0,15039080.294379352,0,0.021192643151686938,64625045.08209313,0,0.1695886164793382,15808666.39946837,0,0.010590266549671042,0.0,0,0.0,0.0,0.0
40,197686776.46184048,0,0.16433391915532447,0.0,0,0.0,24879358.361197576,0,0.0531089952935125,0.0,0,0.0,0.0,0,0.0,0.0,0.0,197686776.46184048,0,0.16433391915532447,0.0,0,0.0,24879358.361197576,0,0.0531089952935125,0.0,0,0.0,0.0,0,0.0,0.0,0.0,248143735.80771777,0,0.16433391915532447,0.0,0,0.0,31229488.58159082,0,0.0531089952935125,0.0,0,0.0,0.0,0,0.0,0.0,0.0
41,0.0,0,0.0,33733726.14639612,0,0.046631996302387554,0.0,0,0.0,38823182.81634183,0,0.023381539273373244,0.0,0,0.0,0.0,0.0,0.0,0,0.0,33733726.14639612,0,0.046631996302387554,0.0,0,0.0,38823182.81634183,0,0.023381539273373244,0.0,0,0.0,0.0,0.0,0.0,0,0.0,33733726.14639612,0,0.046631996302387554,0.0,0,0.0,38823182.81634183,0,0.023381539273373244,0.0,0,0.0,0.0,0.0
42,45119658.96879157,0,0.02415079584582052,19888717.706135802,0,0.01430834566395859,7460816.788304675,0,0.010180260907169628,8673490.240756653,0,0.0031802017299349663,76940514.15349942,0,0.052032509531528534,0.0,0.0,45119658.96879157,0,0.02415079584582052,19888717.706135802,0,0.01430834566395859,7460816.788304675,0,0.010180260907169628,8673490.240756653,0,0.0031802017299349663,76940514.15349942,0,0.052032509531528534,0.0,0.0,27714155.631986298,0,0.02415079584582052,12216382.624029659,0,0.01430834566395859,4582708.343514544,0,0.010180260907169628,5327577.022936044,0,0.0031802017299349663,47259696.380463086,0,0.052032509531528534,0.0,0.0
43,1019890528.8179984,0,0.6492812240718586,0.0,0,0.0,0.0,0,0.0,5337169.67080295,0,0.002263321257608199,0.0,0,0.0,0.0,0.0,666143082.6858145,0,0.6492812240718586,0.0,0,0.0,0.0,0,0.0,3485980.658577489,0,0.002263321257608199,0.0,0,0.0,0.0,0.0,666143082.6858145,0,0.6492812240718586,0.0,0,0.0,0.0,0,0.0,3485980.658577489,0,0.002263321257608199,0.0,0,0.0,0.0,0.0
44,17446901.750321344,0,0.009370270498930458,8875740.042134646,0,0.006443001280713894,925380143.1587598,0,1.147587131423121,0.0,0,0.0,0.0,0,0.0,0.0,0.0,8786052.999624668,0,0.009370270498930458,4469717.519882838,0,0.006443001280713894,466010475.61028284,0,1.147587131423121,0.0,0,0.0,0.0,0,0.0,0.0,0.0,10716529.367804533,0,0.009370270498930458,5451806.2968276115,0,0.006443001280713894,568402552.0669512,0,1.147587131423121,0.0,0,0.0,0.0,0,0.0,0.0,0.0
45,410935791.41481435,0,0.20861314938403297,0.0,0,0.0,931772342.7897766,0,1.1593030185595319,0.0,0,0.0,0.0,0,0.0,0.0,0.0,206942395.53144535,0,0.20861314938403297,0.0,0,0.0,469229511.60567147,0,1.1593030185595319,0.0,0,0.0,0.0,0,0.0,0.0,0.0,206942395.53144535,0,0.20861314938403297,0.0,0,0.0,469229511.60567147,0,1.1593030185595319,0.0,0,0.0,0.0,0,0.0,0.0,0.0
46,39782865.78639793,0,0.034244139261031405,276729930.74513274,0,0.2852739527439424,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,39782865.78639793,0,0.034244139261031405,276729930.74513274,0,0.2852739527439424,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,49936920.99218073,0,0.034244139261031405,347361619.4969086,0,0.2852739527439424,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
47,51334023.00391079,0,0.043739832651433094,28838337.42952614,0,0.03222549692839617,0.0,0,0.0,7080279.0322114695,0,0.003937239890814261,0.0,0,0.0,0.0,0.0,64436359.73136827,0,0.043739832651433094,36198945.18148251,0,0.03222549692839617,0.0,0,0.0,8887427.480275322,0,0.003937239890814261,0.0,0,0.0,0.0,0.0,64436359.73136827,0,0.043739832651433094,36198945.18148251,0,0.03222549692839617,0.0,0,0.0,8887427.480275322,0,0.003937239890814261,0.0,0,0.0,0.0,0.0
48,662723346.6488575,0,0.6450924273824467,12875124.50039346,0,0.017526227980188627,456864654.70527923,0,1.112543951218047,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1316002659.7973757,0,0.6450924273824467,25566774.089698292,0,0.017526227980188627,907218832.4129165,0,1.112543951218047,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1014654782.1956846,0,0.6450924273824467,19712307.875899952,0,0.017526227980188627,699477254.0562207,0,1.112543951218047,0.0,0,0.0,0.0,0,0.0,0.0,0.0
49,50092903.57373737,0,0.04287643276898642,275656710.4843348,0,0.283475140331055,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,81553079.08406954,0,0.04287643276898642,448779206.3618677,0,0.283475140331055,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,62878460.829383664,0,0.04287643276898642,346014473.827252,0,0.283475140331055,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
