,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
10,130.0,228.44383174637483,1.5,0.8956033489459966,347.9488601537593,1.0,0.19646416084934665,93.14539294422622,10,0.025515323186634936,300.9614454287432,10,0.9280374638829151,34.52894178128881,1.0,0.17435994513497713,3.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Base Case,dikesnet
11,31.0,324.52925942566975,1.0,0.6615565957947281,195.50392642803544,1.5,0.15608354072382294,335.239449291915,1.0,0.6434523195515025,298.39874270751585,1.0,0.12143862009875638,85.92609141843889,10,0.9742543403556991,2.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Base Case,dikesnet
12,47.0,68.33564087860474,1.5,0.3662240272900151,103.55206511507548,10,0.91095538847701,137.09770560978887,10,0.2913976354035624,55.30629001620855,10,0.0030196804710355437,259.3268318100163,1.5,0.48256290074318736,2.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Base Case,dikesnet
13,23.0,235.9653602283991,10,0.4512841593242318,35.1834969385679,1.5,0.8569965910519437,81.85717936503715,10,0.9046132513828467,157.50883214465878,10,0.9802862895191468,52.55747481786564,1.5,0.9585228250155138,1.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Base Case,dikesnet
14,70.0,45.65359517174694,1.5,0.5221895804945522,346.075208411953,1.0,0.08502596311560115,240.45205436217682,1.5,0.3107974541189344,97.14792620781827,1.5,0.6730662005801747,347.5488477708583,10,0.5397476608030178,3.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,Base Case,dikesnet
15,75.0,140.7385284283992,10,0.08949353201971884,206.43854513213572,1.0,0.7243851691452275,112.14738087328497,10,0.24921891752444733,121.46373958616945,1.0,0.9006412049243144,134.50855727549117,10,0.8281817749414009,2.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Base Case,dikesnet
16,108.0,40.44436259816542,10,0.4478410005534796,298.13596326204134,10,0.25470863150371237,324.18933608634313,1.0,0.1740324713399941,289.76536758450516,1.0,0.12924545993066772,284.0849381584894,10,0.546896907899117,4.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,Base Case,dikesnet
17,40.0,349.53924245891363,1.5,0.49449686876691185,320.7432688601371,10,0.4679834461804992,330.5946053701453,10,0.02089768272183806,342.938434417604,10,0.32310505590148264,110.62610194884492,10,0.37756891629155,1.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Base Case,dikesnet
18,85.0,300.87739464188445,10,0.3325004285602501,189.60157862791525,1.5,0.023573980400464378,184.2288632271639,1.5,0.9497976356319098,213.72213068851732,10,0.06923352594066046,217.50193436102902,1.0,0.2910163737793514,4.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,Base Case,dikesnet
19,73.0,239.10341743215633,1.5,0.3384551084613448,126.76052394361271,1.0,0.5074755528726307,110.98003908215449,1.0,0.10878428003320414,309.1950608078216,1.5,0.8629673750547805,71.8663612800787,10,0.3006601670821936,2.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,Base Case,dikesnet
20,82.0,165.0861349984893,10,0.5068147918007683,195.3087644004982,1.0,0.03651959153931061,323.9948272545381,10,0.722239923680918,113.03986521189067,10,0.5497080269690996,262.8641950666093,1.5,0.3735383392524395,3.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,Base Case,dikesnet
21,10.0,108.99138738337841,10,0.8649907276321702,62.44850819922003,10,0.3752036972354441,211.14601033302688,1.0,0.06018235972554032,139.88927994654298,1.5,0.4035173776858552,117.14126851481234,1.5,0.0504890208930315,3.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Base Case,dikesnet
22,56.0,97.73300020913905,1.0,0.9335883727553784,337.2964928435399,1.5,0.3205160002717339,234.51432524174805,1.0,0.3582645427358274,274.76098325455234,10,0.3015714662060206,171.21154191839116,10,0.6567494549859774,3.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,Base Case,dikesnet
23,60.0,229.9393381181075,1.5,0.8750960717873428,254.55880181962021,10,0.5175521787597867,54.7238900928282,10,0.0996669787621024,242.03672679974756,10,0.07788465351059888,110.16699680872446,1.0,0.8095340993089689,3.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,Base Case,dikesnet
24,92.0,296.2276431680903,1.5,0.0005836490754927789,337.86090744880033,10,0.6905762321242099,72.88999802604363,10,0.6128787447145396,145.79057489989546,1.5,0.3001284569075632,304.92145349910453,10,0.5826974785461662,1.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,Base Case,dikesnet
25,50.0,96.27844594106413,1.0,0.2171679510896747,309.20119197574894,10,0.5840747839995819,253.65412632903005,1.0,0.7529678622250512,99.30176534865483,1.5,0.7904000035548178,297.4279156891264,10,0.4786883940923604,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,Base Case,dikesnet
26,37.0,42.43953986762076,10,0.12043566629012631,59.4291765846686,1.5,0.2426899465243642,85.16291390764262,1.5,0.5760315567160846,202.146284114928,10,0.44727755249461104,290.2740878587446,10,0.5571889327610864,4.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,Base Case,dikesnet
27,41.0,113.98474960244494,1.5,0.047571361486424886,42.25496731649757,1.5,0.22510335327489805,231.57428668128048,1.0,0.8326576742730882,86.53544722672416,10,0.7352989600286889,94.9083122064896,1.0,0.011506724617512364,1.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,Base Case,dikesnet
28,127.0,239.9051521859942,10,0.2755419699417228,194.31990365687855,1.5,0.31708602395358415,53.24211064439994,1.0,0.11496787257129516,305.8977429046983,1.0,0.96141398147729,242.3565894906972,1.0,0.7370002608717355,4.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,Base Case,dikesnet
29,82.0,93.53569414099232,10,0.02100823752288665,235.7004482885751,10,0.9619513467170749,329.5473184815225,1.5,0.01921925934885558,211.1557365439324,1.5,0.9945184537087562,171.73859631788193,10,0.5893086601820918,1.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,Base Case,dikesnet
30,58.0,304.5462485693985,1.0,0.4231995031303656,95.3872429673751,1.0,0.5636919482290432,127.59100399830942,1.5,0.6552348271606371,118.04236070107841,1.0,0.41292494158753273,348.3073392813967,10,0.24404388367124724,2.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,Base Case,dikesnet
31,75.0,345.3747014302171,1.5,0.29735462385356853,272.9935592593116,1.0,0.5042630061103868,171.08611605582934,1.5,0.19771508556918888,33.800900356870685,1.5,0.4105361261508843,108.69928754260503,1.5,0.5902191676657523,1.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,Base Case,dikesnet
32,120.0,104.14717357660476,10,0.17492872585241373,61.87760604527412,1.0,0.7043294072745995,287.61731719610225,10,0.08767991966979755,335.3755275920411,10,0.15956568261383894,302.86667503511234,1.5,0.7189007075372549,2.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,Base Case,dikesnet
33,131.0,112.96109920234464,1.0,0.37635127604202706,66.03607678868894,1.0,0.8769840821279994,227.87431406749573,1.5,0.06643907501648029,331.74367625055265,1.5,0.9541123472012287,232.447292751674,1.5,0.4313897143397251,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,Base Case,dikesnet
34,82.0,208.16892009783794,1.0,0.5252422416454207,306.57510883118687,10,0.30877961532665354,313.25230069413414,1.5,0.8569230143623797,139.07097181015752,1.5,0.1860462090847832,313.0566260579423,1.5,0.8320031422432529,4.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,Base Case,dikesnet
35,24.0,83.27423474100323,1.0,0.056085360768477255,120.73302944370144,10,0.46573741801411445,98.20239919364488,1.5,0.2902299083922425,151.89303916215786,1.0,0.23756034187620023,200.3843697652165,1.5,0.142297747138221,1.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,Base Case,dikesnet
36,31.0,316.5507191765836,1.0,0.5780503450005178,181.45015196405956,1.5,0.13179213831690623,183.36757532885233,1.5,0.8667593263390406,341.9104298552923,1.5,0.5845785087344474,319.96297870512046,1.5,0.988589977201586,3.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,Base Case,dikesnet
37,55.0,137.09102449570187,1.5,0.35334445679947407,194.10382877601307,1.0,0.554671892471907,115.90697890557104,1.5,0.9007164476830253,49.412024281886296,1.5,0.7488587904580519,37.55657304413971,10,0.47603200103937354,3.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,Base Case,dikesnet
38,69.0,212.17795919682658,10,0.9040978893950867,219.12185561635965,1.0,0.43660887456565156,183.61652893983708,10,0.44070492853626364,314.76082755172445,10,0.8724356006486093,106.2391370864065,1.5,0.9401444374958503,1.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,Base Case,dikesnet
39,46.0,30.387948636951954,10,0.8562673551883033,86.6369180877214,1.5,0.5157912802903855,185.21187929030665,10,0.3944001223978433,135.14633689936062,1.5,0.22135768814429724,286.1713814324724,10,0.5514200508311085,3.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,Base Case,dikesnet
40,128.0,265.1456224051283,10,0.4212136595497068,308.1141108810174,1.5,0.782983033160471,156.5180162836195,1.0,0.42711620684217816,206.0874940807672,10,0.6724559411705795,152.64961477384537,1.5,0.8932350375969518,3.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,Base Case,dikesnet
41,67.0,77.36260000605425,10,0.8889547458474298,79.89797982586505,1.5,0.3568853971889117,316.35672011915057,1.5,0.9455140866408008,295.9898642167445,10,0.02533480495877929,176.2725818691277,1.5,0.5351183228234367,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,Base Case,dikesnet
42,106.0,51.42422360700157,1.0,0.6053446005655901,286.73557272254345,1.5,0.6262031729922738,55.94841902251886,1.0,0.8451528190637542,122.97162819711394,1.0,0.5028132884707864,302.1940718034164,10,0.40849917435724387,1.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,Base Case,dikesnet
43,83.0,154.53097439834795,1.5,0.04190316999283688,243.39940094925686,1.0,0.44024369657639245,57.08030796900914,10,0.9057947707865015,85.97976845647196,1.0,0.1476884483220243,62.11768145356203,1.5,0.6801485822987624,2.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,Base Case,dikesnet
44,129.0,339.1517609789065,1.5,0.6691392376261858,325.94917525811064,10,0.7033322003639174,148.00936863028934,1.5,0.08019607554956655,74.73205140196399,10,0.4367583466059198,336.62818482120804,10,0.693622900051494,1.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,Base Case,dikesnet
45,32.0,235.53151197440764,10,0.4032668902819628,258.282389144111,1.5,0.804143292459066,38.06080104240915,10,0.14452329211659182,346.0687651407059,1.0,0.8331126925210264,318.3311129877768,1.0,0.7554502389081923,1.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,Base Case,dikesnet
46,77.0,156.96119499579584,1.5,0.5629197487659682,194.92404803450194,1.5,0.014587450064382976,126.28486709822069,1.0,0.9941714772025784,48.484530322887025,10,0.8662137185377665,68.35507267925036,10,0.2782411428862369,3.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,Base Case,dikesnet
47,94.0,132.33732575973409,1.0,0.4953308696855823,118.95717386923572,10,0.3663907503108836,168.10015046883845,1.5,0.8970481178391972,100.82569303581762,1.0,0.399275688213906,45.633499420500975,1.0,0.40700507923131246,3.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,Base Case,dikesnet
48,19.0,71.28234157206283,10,0.2205259849838259,217.805883734988,1.5,0.34342568720150407,222.0317035164953,10,0.04000725872196205,330.6191156218589,1.0,0.11046789460831619,272.31414631679655,10,0.4645695309513204,4.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,Base Case,dikesnet
49,54.0,261.7779388425125,1.0,0.5127045838588256,179.13554588151308,1.5,0.03796559707308821,257.3505117924629,10,0.981610979393274,320.423421298142,10,0.5011129286818979,346.1582705681002,10,0.5796104343633447,3.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,Base Case,dikesnet
