,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
16,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,5,1,2,7,2,0,4,0,5,7,5,0,32694901.094161935,0.0,157033933.49482566,0.0,62267437.976033404,0.0,22356212.824753046,0.0,112056654.172772,0.009043081154767962,394300000.0,0.0
17,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,5,1,1,3,3,2,6,0,0,9,7,2,0.0,0.0,151439155.4442835,0.0,78081587.42151478,0.0,12586457.998778107,0.0,169970316.25786084,0.004275161604846836,575500000.0,0.0
18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,7,2,3,5,3,0,0,2,7,5,0,0,8,6,0,172497598.12513041,0.0,116004983.79615441,0.0,89256928.54055117,0.003100397732511191,13992441.718049943,9.49807861661677e-05,175265531.07162982,0.0037745326697721142,236500000.0,2989.1638573954906
19,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,3,3,5,0,4,1,1,0,0,0,6,0,1,8,4,3,101988088.03595176,0.0,142346821.5396565,0.0,527140.4306990608,5.29189414286242e-05,20319063.206658736,0.0,145460821.55980316,0.0004049676895497147,509600000.0,250.40799911327278
20,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,1,2,5,5,0,3,6,7,0,0.0,0.0,97105266.60422453,0.0,84030680.68604201,0.00764723803965846,21068617.1353041,0.0,166545554.63332832,0.030290912247457953,357700000.0,0.0
21,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,3,5,1,5,4,2,0,2,2,7,6,0,1,10,7,2,158676229.48838806,0.0,102336429.85235605,0.0,85020849.79796785,0.0,20319063.206658736,0.0,180470799.34199807,0.0006126990920876774,267200000.0,343.8362981943052
22,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,5,2,2,1,3,0,6,3,0,9,7,5,32694901.094161935,0.0,164233797.24580663,0.0,54277646.1926007,0.00764723803965846,22928006.72310114,0.0,175698908.8789751,0.0,273100000.0,0.0
23,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,4,5,3,1,3,2,5,0,3,8,5,1,0.0,0.0,186050905.43448988,0.0,79573755.99634145,0.007554031706438275,21068617.1353041,0.0,135202484.01939404,0.0,612100000.0,0.0
24,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,1,0,5,1,0,1,2,5,5,0,3,9,6,0,109503342.08350585,0.0,104651657.86617124,0.0,84091235.67565599,0.0077404443728786455,22530452.151201844,0.0003957532756923654,144877053.6957398,0.016061633874972198,236500000.0,0.0
25,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,0,2,2,2,0,2,0,7,0,0,9,7,0,83497824.69174261,0.0,142398058.06514803,0.002231519582600979,52656647.99353737,0.02583664777092659,14261651.781499248,0.0,127730265.82734607,0.006364670970633354,321100000.0,0.0
26,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,6,1,6,4,0,1,0,4,2,0,2,9,6,0,144970731.54380167,0.0,131321771.566306,0.0,65511810.52085212,0.01529447607931692,29747891.909092706,0.003398513904184417,107608403.84178665,0.0,273100000.0,0.0
27,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,3,0,5,3,6,2,7,0,0,0,5,0,1,9,4,3,104000676.5449382,0.0,214352832.97455466,0.0,0.0,0.0,18545877.781152677,0.0,155100102.6573742,0.0005130193925816203,721500000.0,293.9473533681464
28,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,1,0,0,5,3,1,3,2,2,5,0,0,5,6,2,32694901.094161935,0.0,166044650.32411388,0.0,74939991.39165352,0.0,11068771.68625446,0.0,187422605.1570851,0.0031358749406198206,394300000.0,1998.1090492120306
29,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,3,1,0,0,0,0,6,5,1,5,0,0,9,6,6,78453877.84187987,0.0,47723312.72446875,0.021371316346897373,96005792.06789789,0.0,11068771.68625446,0.0,174274596.30073237,0.0,612100000.0,0.0
30,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,10,2,2,5,2,1,0,4,3,2,3,0,10,4,0,202996358.51723942,0.0,158447840.84215504,0.0,84571135.24780026,0.009301193197533574,31476775.841254152,0.0012864385793852004,104882529.51006906,0.0,236500000.0,559.3418080965706
31,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,5,2,3,0,2,4,6,2,1,7,0,2,0.0,0.0,170590329.1761617,0.0,59299383.37009738,0.007554031706438275,29826314.78444877,0.0,120118520.143258,0.01721128369238819,394300000.0,0.0
32,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,4,1,1,1,2,5,2,0,1,10,1,2,37255203.23710208,0.0,142346821.5396565,0.0,84030680.68604201,0.00764723803965846,31043696.773087364,0.003977781173262669,133122169.46496555,0.0,273100000.0,0.0
33,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,1,5,2,6,1,1,1,4,0,1,6,6,5,72222705.9376919,0.0,193619314.78877616,0.0,63002497.37327425,0.0,19665057.94596301,0.0007143639313276672,219318039.0411941,0.03153845976455355,334500000.0,0.0
34,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,3,0,6,0,5,3,7,0,0,0,5,0,3,6,4,5,60717312.84309486,0.0,211930437.70194978,0.0,26360797.25635367,0.0026607314243890603,21068617.1353041,0.0,204636326.519852,0.0036349094696949543,303800000.0,2794.466367383978
35,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,3,1,3,2,0,2,1,5,0,5,0,0,8,7,2,126829027.92959374,0.0,88613111.95505467,0.0,50081750.628976494,0.0,11068771.68625446,0.0,160002977.84018636,0.0034444974422963605,509600000.0,0.0
36,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,4,5,3,1,4,0,5,1,3,9,5,1,0.0,0.0,186050905.43448988,0.0,47604893.24040605,0.0,28887426.50547571,0.0,152663700.12000847,0.004275161604846836,606200000.0,0.0
37,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,3,3,3,2,5,1,1,0,2,0,5,0,0,8,5,4,134644726.2576002,0.0,151439155.4442835,0.0,43986501.59276882,0.002214048173813793,11068771.68625446,0.0,162271430.8086279,0.0007177092368909573,442300000.0,895.2930090629238
38,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,2,5,1,5,0,0,3,5,0,3,7,6,5,37255203.23710208,0.0,177331516.24113327,0.0,24198032.45136138,0.0,21068617.1353041,0.0,173373633.2532397,0.009043081154767962,455700000.0,0.0
39,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,0,3,6,5,6,2,2,5,4,0,3,10,0,3,82486364.32617709,0.0,234302505.52961767,0.0,78817561.50663751,0.0,19364628.02360858,0.0,100648702.62958768,0.0,394300000.0,0.0
40,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,3,4,0,2,4,1,3,1,7,3,4,0.0,0.0,153515457.073087,0.0021886542992152025,59299383.37009738,0.007554031706438275,32672813.382055044,0.002231987651245564,135476384.72994775,0.0025696188251486275,394300000.0,0.0
41,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,3,0,0,1,5,1,6,5,2,4,5,0,1,8,5,1,32694901.094161935,0.0,185448500.9550073,0.0,88426067.4046681,0.0,18545877.781152677,0.0,143268203.26841348,0.00041333969307556323,540300000.0,244.05840854198757
42,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,2,4,1,2,5,0,1,3,0,4,0,1,9,7,3,128426618.71875435,0.0,106358076.75473303,0.0,45324187.55237766,0.0,16925244.491970196,0.0,164870926.7879761,0.0,842700000.0,0.0
43,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,7,0,2,3,0,2,6,2,4,6,0,0,8,6,3,115272862.040791,0.0,95202239.80249318,0.0,93063996.50592437,0.0,12586457.998778107,0.0,177830947.8740838,0.0014413870422683287,273100000.0,849.5424971663581
44,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,3,3,5,6,6,5,2,0,5,0,2,9,3,3,89068254.21950817,0.0,233114817.4586118,0.0,55021520.85615872,0.0,19742157.81013341,0.0,149453982.4261131,0.0005130193925816203,357700000.0,293.9473533681464
45,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,4,1,0,1,2,0,0,4,3,1,5,3,0,9,5,0,66507014.9338145,0.0,57094188.22630731,0.0007879155477174729,79764188.2348486,0.0,21068617.1353041,0.0,102741299.33204842,0.0,478900000.0,425.92581402483864
46,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,5,6,3,1,4,0,2,1,0,9,5,6,0.0,0.0,206773106.08795622,0.0,47604893.24040605,0.0,22936691.576431986,0.002057868889541185,167204721.49802536,0.0,862300000.0,0.0
47,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,4,5,4,1,2,1,4,0,3,9,2,2,0.0,0.0,193514447.60836524,0.0,65676736.01177071,0.0,19364628.02360858,0.0,130340161.70044631,0.0,812000000.0,0.0
48,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,6,1,7,1,3,8,6,1,2,9,3,0,32694901.094161935,0.0,205588506.2755974,0.0,87972688.15687245,0.0,29595330.837397985,0.0,104029700.88851076,0.004275161604846836,334500000.0,0.0
49,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,3,0,0,2,4,1,1,5,1,4,5,0,0,9,5,6,37255203.23710208,0.0,142346821.5396565,0.0,85111968.19066577,0.0,11068771.68625446,0.0,167204721.49802536,0.0,563500000.0,0.0
50,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,3,0,0,1,4,3,0,7,0,0,5,0,1,9,4,4,32694901.094161935,0.0,108083458.32956028,0.0,34221561.73832255,0.0,18545877.781152677,0.0,159782949.77743366,0.0005130193925816203,303800000.0,293.9473533681464
51,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,3,0,0,3,2,4,1,3,7,4,0,2,9,1,2,42291505.65437629,0.0,158322050.00612843,0.0,93361433.77751058,0.007554031706438275,18081997.288140487,0.0,125583209.59912494,0.0,612100000.0,0.0
52,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,3,0,0,0,5,5,4,0,2,0,5,0,3,6,4,5,0.0,0.0,204355223.07688695,0.0,22343531.67570344,1.7639647142874734e-05,21068617.1353041,0.0,169575365.76986554,0.0018629417410600832,509600000.0,1160.2801223624524
53,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,6,0,4,3,7,1,0,1,4,0,3,9,2,2,60717312.84309486,0.0,200839363.58694053,0.0,41292219.28177295,0.0,22104441.477601394,0.0007143639313276672,140187138.37214848,0.004275161604846836,606200000.0,0.0
54,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,5,3,7,1,3,0,4,1,2,9,7,1,66507014.9338145,0.0,211930437.70194978,0.0,45324187.55237766,0.0,29910854.35778031,0.001139506716346833,193042041.16431004,0.016061633874972198,213300000.0,0.0
55,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,3,0,1,2,2,7,0,2,3,1,1,2,9,3,0,78453877.84187987,0.0,172475009.41479808,0.0,56834772.7854189,0.007390920623302946,52828070.20697462,0.00709087829777657,94182724.21680857,0.0,303800000.0,0.0
56,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6,0,3,3,0,7,2,0,4,3,5,4,7,1,95486976.46933737,0.0,100759376.17493644,0.0,62267437.976033404,0.0,36218803.59199903,0.0007437534406544676,481767599.7309765,0.14842552205473103,236500000.0,0.0
57,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,3,3,1,7,3,6,0,5,2,5,0,0,10,8,0,129065841.56382471,0.0,226263695.65003377,0.0,55197234.3330584,0.00014699705952395613,11068771.68625446,0.0,125993776.84759633,0.0,425000000.0,0.0
58,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,1,0,1,4,3,6,0,2,2,5,1,2,9,5,2,66507014.9338145,0.0,191641198.67984647,0.0,45876507.22344398,0.0,28977475.946088485,5.936299135385482e-05,186993132.5715834,0.0026079406629688348,213300000.0,1000.507540322314
59,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,3,5,2,1,2,1,0,2,2,0,4,0,0,5,4,1,139407389.16070437,0.0,88541146.13144402,0.00026906830841369104,54920798.348087996,0.0009344457047386492,9695195.36216505,0.0,171343998.90611807,0.003030889506562093,704300000.0,2258.2982716413776
60,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,2,6,2,0,7,3,0,3,3,0,9,3,0,37255203.23710208,0.0,118427379.06875929,0.0,64835987.44502628,0.0,21443823.946287602,0.00013374533098461477,94182724.21680857,0.0,442300000.0,96.28025348434042
61,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,2,0,0,5,0,2,6,3,0,8,10,2,66507014.9338145,0.0,57166936.73582488,0.006630260822724271,55021520.85615872,0.0,22928006.72310114,0.0,202162316.29015607,0.011543524593881813,357700000.0,0.0
62,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,6,3,2,2,1,2,5,5,5,3,1,9,5,0,157526865.96009347,0.0,132359804.95906831,0.0,89402604.69789341,0.0,30800545.787834443,0.0003957532756923654,142850471.2305277,0.017386271086458894,213300000.0,0.0
63,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,5,2,5,1,5,7,5,0,1,5,7,5,0.0,0.0,185224965.76200286,0.0,91946991.35092777,0.0,18545877.781152677,0.0,207040077.66250423,0.026132291171831842,455700000.0,0.0
64,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,6,2,1,5,3,1,6,0,0,0,1,0,6,3,0,149071578.869657,0.0,166044650.32411388,0.0,31398797.71871161,0.0,88857591.67206758,0.0063571114897555915,86017033.00564866,0.0012681883194378667,357700000.0,1565.3169446867475
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,5,0,2,2,0,4,7,6,5,4,1,140805929.96478274,0.0,138724961.8150669,0.0,68404813.57469964,0.0023451185035875243,46953244.997309834,8.598959566768607e-05,837443108.1230786,0.036571196359690535,0.0,23247.0579339987
66,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,7,0,0,7,2,2,1,4,5,5,0,0,9,9,1,68139002.95605196,0.0,185425372.34997356,0.0,81671571.53417823,0.0,11068771.68625446,0.0,180669946.4088703,0.004275161604846836,303800000.0,0.0
67,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,2,0,3,3,3,0,0,3,6,3,0,1,9,6,3,82486364.32617709,0.0,100759376.17493644,0.0,59102555.96729608,0.00014699705952395613,17998358.202266164,0.0006363142877207043,157850176.11636427,0.0,425000000.0,0.0
68,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2,3,5,3,0,0,6,0,5,3,5,10,6,4,125475141.84558643,0.0,116004983.79615441,0.0,31398797.71871161,0.0,37012760.372178644,5.936299135385482e-05,183299448.3160259,0.0007658738651095968,213300000.0,312.2482261447343
69,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,3,0,2,3,5,7,1,2,5,4,0,2,10,0,4,83497824.69174261,0.0,209479019.1384942,0.0,83970125.69642802,0.007554031706438275,18081997.288140487,0.0,104882529.51006906,0.0,394300000.0,0.0
70,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4,1,3,2,2,2,6,3,2,6,3,0,9,7,0,135274189.70659953,0.0,142337434.3072167,0.0021779379783687567,90996995.1258429,0.0,22928006.72310114,0.0,152037686.33118916,0.016927473231108252,182600000.0,0.0
71,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,3,0,0,1,6,0,0,1,3,6,5,2,0,9,3,0,32694901.094161935,0.0,66045103.44010488,0.0,81239710.74584582,0.0,19742157.81013341,0.0,104029700.88851076,0.0005130193925816203,303800000.0,293.9473533681464
72,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,3,2,0,1,2,0,4,1,3,0,5,0,6,8,1,2,72222705.9376919,0.0,109403091.20474847,0.0005252770318116486,54217091.2029867,0.0009064838047725931,25957753.651390065,0.0,118538396.30586337,0.0,612100000.0,430.88942846949135
73,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,3,3,0,0,3,3,2,1,2,0,5,0,3,9,5,7,42291505.65437629,0.0,153141651.80359086,0.0,43224599.14167526,0.0,21068617.1353041,0.0,173478953.78566813,0.0,509600000.0,0.0
74,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,3,5,2,2,2,3,0,4,2,6,3,1,10,4,0,150732551.41528624,0.0,143337996.68440405,0.0,60546976.75444575,0.007390920623302946,31480696.535529993,0.0,104882529.51006906,0.0,303800000.0,0.0
75,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,2,3,1,1,3,0,2,7,2,0,2,9,0,2,82486364.32617709,0.0,133663294.46457028,0.0021350726949829805,58943812.22271724,0.00014699705952395613,24317393.741358995,0.0020554894186504196,90430170.7547297,0.0,425000000.0,0.0
76,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,3,3,5,2,5,1,0,0,4,2,5,0,2,9,6,1,150732551.41528624,0.0,104651657.86617124,0.0,60546976.75444575,0.0008869104747963535,19742157.81013341,0.0,149053239.49027944,0.0,388400000.0,187.13911168918094
77,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,7,1,1,0,1,0,0,5,0,4,0,1,9,4,1,152281136.071976,0.0,63670074.56312664,0.0013801296856875435,37691300.78121799,0.0009064838047725931,16925244.491970196,0.0,137027918.2725515,0.0,394300000.0,841.0674645495096
78,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,3,4,0,3,5,0,6,3,0,4,0,2,9,3,1,95213987.28559849,0.0,113553565.23269883,0.0,61001668.01785916,0.0,18081997.288140487,0.0,131653573.62252095,0.0,581400000.0,0.0
79,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,5,0,3,4,3,2,0,2,3,5,1,0,10,6,5,104000676.5449382,0.0,162255681.13687694,0.0,48223553.84353403,0.00014699705952395613,18545877.781152677,0.0,177319707.92804265,0.0,425000000.0,0.0
80,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4,5,3,2,3,2,0,5,5,5,3,5,10,2,0,166809149.72620058,0.0,149384568.2054434,0.0021779379783687567,71712562.83277968,0.007484126956523132,35550925.35628089,0.0,96767921.20487039,0.0,182600000.0,0.0
81,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,2,3,1,4,3,0,0,5,2,3,0,1,9,8,0,121162359.81197041,0.0,108083458.32956028,0.0,55197234.3330584,0.00014699705952395613,17998358.202266164,0.0006363142877207043,118690351.82955475,0.0,425000000.0,0.0
82,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,4,5,0,1,3,1,0,2,0,8,2,1,32694901.094161935,0.0,121314835.77466118,0.0,68722293.6917028,0.00015168710590222748,31654793.001559213,0.005086328324873761,119582427.5119285,0.0,735000000.0,0.0
83,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,4,0,0,0,5,0,2,4,1,0,5,3,0,9,4,4,0.0,0.0,110061574.43848997,0.0,49622725.1402255,0.0,21068617.1353041,0.0,159782949.77743366,0.0005130193925816203,303800000.0,342.93857892950416
84,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,3,3,2,2,2,5,6,5,0,3,3,0,8,4,3,134644726.2576002,0.0,161388588.73903942,0.00026906830841369104,66629563.55863415,0.0,18974517.46557873,3.28556352948779e-05,137558383.45716655,0.0,363600000.0,162.64090379380738
85,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,3,1,0,1,5,0,7,0,2,2,5,0,0,10,1,0,66507014.9338145,0.0,146137633.1823734,0.0,54769410.874053024,0.0009064838047725931,11068771.68625446,0.0,93212178.51924896,0.0,478900000.0,187.5032490267264
86,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,3,2,3,2,2,3,0,2,1,5,0,0,10,5,0,133525995.04972324,0.0,143337996.68440405,0.0,43878096.290305056,0.0,11068771.68625446,0.0,109499731.57958442,0.0,765700000.0,0.0
87,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,6,2,3,6,2,3,4,4,4,4,0,0,6,6,6,161627713.2859488,0.0,181024453.14671123,0.0,91150900.80101892,0.0,9695195.36216505,0.0,187001606.8021082,0.015542381740688619,363600000.0,0.0
88,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,3,9,1,0,2,0,7,0,3,0,4,0,1,9,7,1,129503908.60174897,0.0,121229975.87047109,0.0,32984964.87014594,0.0008869104747963535,18295151.218966603,4.2861835879660025e-05,155773391.3103569,0.0,303800000.0,229.88416957329653
89,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3,2,1,2,3,2,0,2,0,2,1,3,9,0,0,122173820.17753592,0.0,144638102.10542652,0.0,22343531.67570344,0.00014699705952395613,29343184.84781053,0.0013678551888329387,53114002.716882035,0.0,642800000.0,0.0
90,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,3,3,0,7,2,0,6,0,5,1,4,1,32694901.094161935,0.0,100759376.17493644,0.0,62267437.976033404,0.0,26127534.665142894,0.0,1330404219.0839326,0.49805285456084036,182600000.0,0.0
