,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
16,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,3,5,6,5,6,7,1,0,9,5,5,6,7,6,164507049.82030725,0.0,234302505.52961767,0.0,59903444.52010451,0.0,50838317.12486863,0.0,303854770.50129503,0.06286900977168436,267200000.0,0.0
17,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,3,1,2,5,7,1,7,1,0,0,3,1,9,5,6,2,130919728.8845366,0.0,217627170.58040905,0.0,20299287.62732069,0.0,40437526.3930731,0.00012792919707324427,229173932.35297233,0.005290111568439618,644500000.0,3381.1358345334065
18,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,3,4,4,1,1,5,4,0,0,3,0,0,4,9,3,155749382.096252,0.0,141336773.52795565,0.0,26403379.542306438,0.0,13232166.742748115,0.0004278340062876674,320488180.71200854,0.026745757440895933,1203000000.0,2822.633139376517
19,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,7,3,2,6,0,4,0,1,3,3,7,5,9,0,121644599.3504275,0.0,113454271.89419729,0.0,49622725.1402255,0.0,45065877.5570028,0.0025164165653924486,511676799.8971475,0.17409460215126282,619900000.0,0.0
20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,7,4,5,7,1,1,5,3,4,3,1,6,9,5,174873675.86822036,0.0,203375519.163827,0.0,91147221.04244068,0.001495485284880836,33507239.502530433,0.0002497091970583901,481957482.4671352,0.020176321670714085,115300000.0,8085.800223000303
21,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,3,0,5,6,1,0,0,3,0,7,1,3,1,4,5,1,125797238.44921103,0.0,38245121.951764055,0.0,62048975.90137317,0.0,35534655.38545806,0.00035843640153695013,292925838.0161861,0.009099560624733405,808400000.0,6294.431449026866
22,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,5,0,4,6,2,5,7,6,1,1,4,6,7,6,1,110573595.57493308,0.0,196159167.786688,0.0,105364271.73040974,0.0,73419383.83434051,0.009419060808690807,133897484.80708233,0.0,485000000.0,0.0
23,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,4,0,1,2,4,3,0,0,2,7,4,9,0,47847947.961454235,0.0,84528837.05653921,0.00033524897174795013,54082305.45306664,0.0,65390937.24421855,0.003298824137066613,148485124.42381358,0.007914993121691053,995500000.0,1624.9357515409952
24,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,7,4,5,1,7,1,10,3,5,4,2,5,7,7,5,206781014.31771147,0.0,164105490.41814741,0.0,122648889.77476789,0.0,38537114.67710387,0.00028449604599236483,326028981.0985246,0.010826901620526727,61400000.0,4203.455935283311
25,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,3,3,2,6,1,5,0,6,0,6,1,2,1,10,4,6,155322556.95399606,0.0,99685318.93337613,0.0,69810785.89520885,0.0,28724405.384737078,0.00020655078828497636,169345951.67604598,0.0,1676900000.0,276.50584379857554
26,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,7,6,5,8,0,7,2,6,7,5,0,2,4,5,5,228491983.66798556,0.0,177202865.01677424,0.0,100524392.9641407,0.0,19742157.81013341,0.0,319424184.5823371,0.0809330352331497,747000000.0,0.0
27,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,4,1,1,5,4,3,3,1,1,0,4,9,0,82177854.37813279,0.0,141336773.52795565,0.0,84696731.15977037,0.0,18552042.632877003,0.0012591428551206154,166911747.58194625,0.03014216013248841,1931300000.0,0.0
28,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,3,5,3,0,8,2,1,4,0,0,6,0,2,1,2,7,104000676.5449382,0.0,190818636.77936178,0.0,26403379.542306438,0.0,21556221.14781617,0.0,1336535722.5288,0.05942687429030587,618200000.0,40815.56816385772
29,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,2,4,0,0,2,2,0,5,4,3,0,2,6,5,8,8,47847947.961454235,0.0,88613111.95505467,0.0,92774336.23927921,0.0,63599301.81603332,0.0013745100571110889,171379380.0323608,0.00014609226207375285,862300000.0,1289.9226043387175
30,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,4,6,0,0,0,5,6,1,1,3,1,2,4,1,117299462.54481953,0.0,6036706.888688136,0.0028204636580719754,95317412.99166161,0.0,30225580.658954434,0.0017790033393784105,930532843.2408743,0.3417748708384848,1253300000.0,0.0
31,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,5,6,0,7,0,6,10,7,9,0,1,3,7,0,125797238.44921103,0.0,75317607.80353206,0.0009312471437443058,144073286.79453444,0.0,26696770.02353885,0.0,382227353.3122185,0.12338086170666979,388400000.0,0.0
32,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,6,5,3,5,2,1,4,0,1,6,0,2,1,5,6,187947431.44764256,0.0,158447840.84215504,0.0,49622725.1402255,0.0,21556221.14781617,0.0,1027267572.5290219,0.3660245042439209,764300000.0,0.0
33,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,3,7,6,6,2,0,6,0,7,0,6,4,1,9,7,5,238931234.54161525,0.0,113454271.89419729,0.0,34221561.73832255,0.0,33292100.843263462,0.0,208596224.01951304,0.0017322614597493498,469400000.0,973.2780833455224
34,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,2,3,5,5,1,0,6,6,2,2,4,0,0,4,9,0,172605360.86567047,0.0,106547043.08732629,0.0,87522215.84550698,0.0,11410302.513237704,6.724747888453564e-05,449893625.90507543,0.02220143295673582,1307200000.0,9044.611109426802
35,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,3,6,3,6,0,0,0,3,0,7,1,7,0,4,5,7,194611727.85397255,0.0,0.0,0.0,62048975.90137317,0.0,28832509.569277927,0.00020779626555021528,208121857.9289145,0.003615541267069288,1014200000.0,2587.2163590209316
36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,4,7,3,1,2,0,7,5,6,0,1,7,1,3,181420849.26579878,0.0,139121779.80099735,0.0,137600735.91792172,0.05788478145956474,20319063.206658736,0.0,417258835.7823781,0.1306046318358717,730000000.0,0.0
37,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,4,6,4,1,3,2,6,2,1,1,1,0,5,9,7,0,165003760.8990737,0.0,173329410.61581492,0.0,66330233.160400495,0.0,33525832.247217663,0.0004244407827668302,112912350.16584781,0.0,1305500000.0,641.872250274702
38,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,9,3,6,2,6,0,6,4,7,8,32694901.094161935,0.0,156295954.0347702,0.0,92827102.27967526,0.0034612123531178518,27984209.217288204,0.0,712035794.5331416,0.2345114411182459,558500000.0,0.0
39,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,7,0,1,5,7,3,4,0,6,1,7,9,0,68139002.95605196,0.0,107833700.19907248,0.0013824371540412381,101783266.82547024,0.0,57766006.429333925,0.0028994322245741405,111391319.54155913,0.0,762600000.0,747.4498847520344
40,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,5,0,5,4,6,9,7,5,7,1,10,7,0,88511693.9986257,0.0,124557265.90940619,0.0009535156661101881,137726184.6011836,0.0,37399150.53166599,0.0,120018335.92314449,0.0,1049400000.0,0.0
41,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5,3,6,7,7,1,4,1,0,6,0,2,0,0,0,183442810.13191497,0.0,227287810.2552685,0.0,49622725.1402255,0.0,21556221.14781617,0.0,2462406189.7858744,0.9681733608963632,182600000.0,0.0
42,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,10,1,7,3,5,6,1,0,1,4,2,5,6,6,0,239466324.45281267,0.0,199966545.06619623,0.0,41292219.28177295,0.0,31623073.954505272,0.0,121099857.3911832,0.0048212045172341235,1931300000.0,466.7907784033356
43,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,4,6,0,7,1,1,0,5,4,1,2,0,0,3,216541799.28805792,0.0,123724030.40115574,0.0009490619616370111,53854558.33306138,0.0032578453848288733,34503603.81631161,0.002441345377977168,2704570722.749969,1.0864434613822986,61400000.0,0.0
44,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,2,6,3,5,1,0,0,3,3,7,1,0,0,4,6,0,185485314.0537249,0.0,38245121.951764055,0.0,92827637.84263022,0.0,27857167.847605914,0.0006996210241701268,150478359.4336183,0.0044004439693901085,1457400000.0,2427.224744658892
45,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,5,5,5,2,1,0,4,5,5,0,3,10,0,9,154539421.81426284,0.0,158447840.84215504,0.0,85321370.93494314,0.02244972786952821,24470392.250459187,0.0009557944489609717,173833627.9076391,0.01823746540911683,550900000.0,0.0
46,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,0,6,0,1,2,9,0,1,10,4,8,66507014.9338145,0.0,128904282.88717857,0.0,140595203.87793514,0.08463334287622865,26696770.02353885,0.0,182455193.6680717,0.0,558500000.0,0.0
47,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,2,0,3,5,1,1,3,4,3,4,1,6,1,5,6,0,101988088.03595176,0.0,128965327.37089843,0.0,87486852.001576,0.0,52363219.2632603,0.0008308783011315969,86681569.99139282,0.00014609226207375285,877900000.0,767.6083317508786
48,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,3,2,6,6,5,4,4,0,0,1,5,6,1,111738176.02288951,0.0,199867251.7276947,0.0,95758396.59137589,0.0,106564041.87769485,0.021781545121319718,122914315.48148051,0.0009739484138250189,357700000.0,0.0
49,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,3,0,6,6,3,0,6,0,7,0,6,0,1,7,7,3,134996357.6629468,0.0,120892243.43187523,0.0,37956619.448918805,0.00038396886440955706,20319063.206658736,0.0,256679667.32419568,0.005578206608736237,912600000.0,3327.53549509883
50,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2,6,10,6,5,6,1,2,1,5,10,7,3,37255203.23710208,0.0,300862526.2999517,0.0,95317412.99166161,0.0,38594649.947905004,0.002921498014650363,173752381.56634772,0.0,1020400000.0,0.0
51,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,6,0,0,0,3,6,7,1,0,5,3,6,1,131444749.25204396,0.0,0.0,0.0,105232118.42154047,0.0,33525832.247217663,0.0012733223483004908,394231144.80607665,0.04153061102707379,1149100000.0,4789.68305981833
52,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,1,7,2,1,0,0,0,3,1,2,0,1,6,146778470.53340834,0.0,179237237.8274835,0.0,0.0,0.0,24358494.396884687,1.5688427162510197e-05,694571492.3676722,0.029326606626560604,937200000.0,21604.05309670559
53,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,5,6,6,7,6,7,0,1,6,6,1,101474517.63440433,0.0,146063091.7980073,0.004002797100505327,121861417.61353019,0.0,22258486.725668453,0.0,270672216.00353014,0.06122536375993269,641400000.0,0.0
54,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,7,1,2,1,6,7,0,1,2,1,0,1,6,7,0,158247805.46284032,0.0,199302948.34470654,0.0,72795721.57163462,0.025432637406632302,81148196.8719333,0.015231878271123052,97114270.94647694,0.0011642913103260726,1061400000.0,0.0
55,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,6,1,5,4,4,1,0,7,2,6,0,2,9,2,2,168998851.95855054,0.0,164432458.85453594,0.0,87984728.23300776,0.022050079034559397,21556221.14781617,0.0,157261008.74139234,0.01178146803939702,833300000.0,0.0
56,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,3,4,2,3,0,5,0,3,7,0,5,6,1,6,188600100.190013,0.0,93986630.59767582,0.0,57423135.62296812,0.0,28265438.623856276,0.0,619433759.8473226,0.21338751133238867,146000000.0,0.0
57,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,6,4,4,6,2,0,7,0,1,6,4,1,32694901.094161935,0.0,205988505.91332737,0.0,58517988.01954745,0.0,22258486.725668453,0.0,181899080.1014342,0.028203381530104953,1615500000.0,0.0
58,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,4,0,6,4,7,0,2,0,0,3,119252509.8856793,0.0,81131375.00120337,0.0015617284881747438,130766884.93213348,0.006968845056049996,23537919.412238494,0.0,2689968977.6828036,0.12955609733339796,169200000.0,88642.10213761113
59,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,7,3,7,6,1,0,0,1,1,6,0,1,0,0,1,216994165.29853836,0.0,112832601.01821715,0.0,41292219.28177295,0.0,20319063.206658736,0.0,2434489458.3100395,0.9486044017364786,989600000.0,0.0
60,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,2,0,0,0,2,5,0,0,5,7,2,1,5,6,6,37255203.23710208,0.0,112423574.69756436,0.002837507509909242,80540949.15163296,0.0445741882868393,32090609.224667348,0.0,189138425.53737178,0.019407053436709294,922100000.0,0.0
61,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,4,0,3,0,6,0,0,7,1,4,2,6,6,82177854.37813279,0.0,49854935.19266282,0.0009401545526906584,31398797.71871161,0.0,34943616.700101204,0.0,796081242.6019906,0.27265165252836704,351800000.0,0.0
62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,5,6,2,7,2,5,2,5,5,4,3,76482157.3602325,0.005465157358778697,199966545.06619623,0.0,88763425.8538013,0.0,36442298.44899991,0.0007502497601611874,630146006.6025696,0.2186128512705494,30700000.0,0.0
63,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,5,2,2,7,6,6,4,4,4,0,0,5,6,0,98043050.03325048,0.0,210595761.16338146,0.0,100646877.65478462,0.0,9695195.36216505,0.0,193088399.54611483,0.016512388178107996,1126000000.0,1625.1598333640131
64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,3,6,2,0,1,5,1,0,6,0,2,0,1,0,194611727.85397255,0.0,83721931.52190953,0.0,52811167.63503672,0.0,22967063.785107385,0.00041108937759956886,2944681106.5148625,1.1795052833878095,30700000.0,0.0
65,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,2,4,6,6,4,7,7,0,1,6,5,1,66507014.9338145,0.0,180682752.5903782,0.0,111587165.10475199,0.0,22258486.725668453,0.0,274316027.11275554,0.0654223702968068,1020400000.0,0.0
66,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,4,4,1,0,0,0,7,9,6,7,0,1,1,6,1,145356630.06113905,0.0,18241996.786571644,0.00855273979065491,139349975.35927582,0.0,22258486.725668453,0.0,1370290145.0171113,0.5227866589056213,807000000.0,0.0
67,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,1,4,1,0,2,5,3,1,7,0,1,5,1,1,151183698.71533537,0.0,86651931.75287426,0.001969383194844846,83982590.31387958,0.0,22258486.725668453,0.0,566079830.2688587,0.19967224779488504,423600000.0,0.0
68,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,2,0,0,0,3,5,0,0,6,7,1,1,9,6,6,37255203.23710208,0.0,119619063.17553017,0.002837507509909242,83141349.73973563,0.0445741882868393,30528580.36230105,0.0,174274596.30073237,0.0,922100000.0,0.0
69,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,0,2,1,1,2,7,0,2,5,4,7,32694901.094161935,0.0,102336429.85235605,0.0,80280294.72147113,0.013295439207699948,23537919.412238494,0.0,643089595.2482909,0.2160462920259178,673800000.0,0.0
70,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,7,6,3,7,6,7,0,0,6,0,1,1,6,1,0,210412756.01456407,0.0,270346921.93940926,0.0,64780692.58973226,0.02863518377606598,84199283.69753489,0.01571110730110964,80883898.20235005,0.004231805055255413,793300000.0,0.0
71,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,4,0,0,1,0,7,5,7,1,1,1,9,2,95213987.28559849,0.0,52453962.111802086,0.006673157011106166,96551631.32970387,0.022324284834795476,30528580.36230105,0.0,1127673711.8141408,0.40887327762255804,673800000.0,0.0
72,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,7,5,1,0,7,4,7,1,7,1,0,2,7,0,3,185354345.85630804,0.0,146903343.59595,0.00034210959162619633,104678711.27468342,0.0,144709437.2326458,0.003560803743325233,94561598.80963075,0.0006064411211411211,199900000.0,5050.034861527143
73,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,5,0,0,8,6,6,9,7,5,0,0,6,5,4,1,53972506.18695759,0.0,273404450.1067517,0.0,136214112.81550068,0.0,87800663.59546974,0.005847248320959267,117418738.49907017,0.0011455505259991678,908600000.0,1404.851367169574
74,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,3,4,7,0,0,0,5,0,4,7,1,5,5,1,0,181420849.26579878,0.0,6066941.17962604,0.0028471858849110332,60031921.43603267,0.0,36740794.946645245,0.0,1130972228.706914,0.4526813271541826,789100000.0,0.0
75,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,4,2,6,1,2,6,3,7,0,2,3,0,2,103096409.54416731,0.0027325786793893484,163493938.42215675,0.0,87409673.03762634,0.0,23537919.412238494,0.0,1955297619.0845022,0.7867559710679883,92100000.0,0.0
76,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,5,0,6,5,7,6,1,10,6,6,72222705.9376919,0.0,110273763.10178167,0.00498748869792775,133251061.15493178,0.057387549590804034,39968553.87035376,0.0,183477382.51252156,0.0,641400000.0,0.0
77,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,7,5,1,0,6,4,7,1,6,1,0,1,7,0,0,185354345.85630804,0.0,133349124.34133765,0.0009535156661101881,100985425.35951225,0.0,71878693.15266694,0.01323714975825844,54174249.02256679,0.004231805055255413,575500000.0,0.0
78,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,3,0,0,7,7,1,0,1,0,4,0,2,0,0,1,42291505.65437629,0.0,227287810.2552685,0.0,20299287.62732069,0.0,21689500.272482168,0.0009692069955345962,2431211621.123231,0.9470758288041865,687200000.0,0.0
79,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,7,6,6,6,4,0,0,1,7,0,1,1,9,6,0,238931234.54161525,0.0,131321771.566306,0.0,66887696.69772357,0.009561809041929424,30309759.490393907,0.0037942886522854854,107608403.84178665,0.0,1426700000.0,0.0
80,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,6,1,4,0,0,0,0,1,1,1,4,6,1,0,5,161250294.9980649,0.0,5991355.452281275,0.0027803803178133865,44995818.664462,0.0031513198300108366,94240206.72898267,0.014249962155271391,2247853214.902687,0.8848946410152595,394500000.0,0.0
81,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,2,6,7,0,6,7,0,6,4,6,6,32694901.094161935,0.0,155576223.39273092,0.0,73946120.41768885,0.0,30185557.33409556,0.0,212127752.15577692,0.031788785951453555,829900000.0,0.0
82,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5,5,0,6,0,7,6,2,0,7,2,5,6,4,117818559.7239252,0.0,72125769.03562877,0.0010263287748785892,108256283.37658635,0.0,101188711.71829462,0.006102638184856405,230615117.1766326,0.01483736070940126,248500000.0,2879.6218517505654
83,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,2,4,5,1,3,1,3,2,8,4,0,2,2,5,5,3,153823961.45335865,0.0,144868808.27820158,0.0,98991794.55179824,0.0,25510034.0387587,0.000339891435400121,137730070.30941445,0.0009488265093356272,1675200000.0,677.0219783314734
84,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,7,2,4,0,9,7,0,4,5,7,1,1,9,1,4,180016033.32081586,0.0,189195314.94508117,0.0,59344433.82549998,0.0,30528580.36230105,0.0,137974970.49420196,0.0018629122361117848,1542000000.0,0.0
85,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,3,6,3,1,7,2,6,0,0,1,0,0,0,4,6,5,156694536.3998669,0.0,216853458.3711757,0.0,20299287.62732069,0.0,47299831.59624411,0.001198835544558534,156120900.47055852,0.001238044754599935,898900000.0,2519.611306355288
86,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,2,2,0,1,1,2,1,6,0,0,0,1,2,6,7,6,72222705.9376919,0.0,124827903.5097079,0.0,31398797.71871161,0.0,44362114.08621965,0.0009822968302294795,156671621.12146983,0.0,1003100000.0,872.8100102453194
87,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,3,1,6,4,0,1,7,10,4,0,122173820.17753592,0.0,60004030.75414787,0.005701826527103273,97599931.49679396,0.009911067003634305,158902473.67742395,0.03039874985596901,104882529.51006906,0.0,417700000.0,0.0
